Var1	Var2
0.12567252246	9.74115398752421e-08
0.141325495342632	-1.08270378793178e-07
0.156978468225263	-1.12184658753378e-07
0.172631441107895	-1.55053425726599e-07
0.188284413990526	2.60448228248301e-08
0.203937386873158	-7.14730802482406e-08
0.219590359755789	2.24017603710051e-08
0.235243332638421	-1.14977123387362e-07
0.250896305521053	-1.32795200846812e-07
0.266549278403684	6.00654883696196e-08
0.282202251286316	1.77361129744999e-08
0.297855224168947	-1.72322623418999e-07
0.313508197051579	-3.25493595377917e-07
0.329161169934211	-1.08708719815656e-07
0.344814142816842	1.57693990128038e-07
0.360467115699474	-7.61193296955429e-08
0.376120088582105	9.2734670062238e-08
0.391773061464737	6.2168501130215e-07
0.407426034347368	4.85452716507314e-07
0.42307900723	2.74623357188978e-07
0.438731980112632	8.07716759785226e-07
0.454384952995263	1.14528149146981e-06
0.470037925877895	1.72780876809501e-06
0.485690898760526	2.363088908542e-06
0.501343871643158	3.14492488644267e-06
0.516996844525789	6.03211140262432e-06
0.532649817408421	7.85896362494375e-06
0.548302790291053	1.15210410409055e-05
0.563955763173684	1.39388647922597e-05
0.579608736056316	1.71602649972824e-05
0.595261708938947	2.06243516039941e-05
0.610914681821579	2.31745021920405e-05
0.62656765470421	2.52561576452031e-05
0.642220627586842	2.690027493018e-05
0.657873600469474	2.8149719942732e-05
0.673526573352105	2.83406527002151e-05
0.689179546234737	2.84700643467396e-05
0.704832519117368	2.8665375867066e-05
0.720485492	2.87499541292249e-05
0.78063941713	2.89607996056035e-05
0.880542275674368	2.88244658309025e-05
0.980445134218736	2.87935024302404e-05
1.0803479927631	2.90961078627351e-05
1.18025085130747	2.90871775916948e-05
1.28015370985184	2.93178488175619e-05
1.38005656839621	2.93301770460038e-05
1.47995942694058	2.94093418141505e-05
1.57986228548494	2.94440776868979e-05
1.67976514402931	2.96133425700983e-05
1.77966800257368	2.9813738256303e-05
1.87957086111805	2.9731894377065e-05
1.97947371966242	2.99898287494596e-05
2.07937657820678	3.00281758375535e-05
2.17927943675115	3.03297532108063e-05
2.27918229529552	3.01950224218184e-05
2.37908515383989	3.04637247188579e-05
2.47898801238426	3.07133797350494e-05
2.57889087092863	3.09839243779701e-05
2.67879372947299	3.08859873838369e-05
2.77869658801736	3.10821979797361e-05
2.87859944656173	3.12471350270205e-05
2.9785023051061	3.14473599380625e-05
3.07840516365047	3.16742589230697e-05
3.17830802219483	3.18953274208443e-05
3.2782108807392	3.20133344980265e-05
3.37811373928357	3.23672851312368e-05
3.47801659782794	3.2568409527147e-05
3.57791945637231	3.27781911477953e-05
3.67782231491667	3.31935317368333e-05
3.77772517346104	3.33474764836782e-05
3.87762803200541	3.36016385587663e-05
3.97753089054978	3.37099962673417e-05
4.07743374909415	3.41568677587731e-05
4.17733660763851	3.43885921387648e-05
4.27723946618288	3.47060103992897e-05
4.37714232472725	3.48783727338832e-05
4.47704518327162	3.52046568750587e-05
4.57694804181599	3.54326385994688e-05
4.67685090036035	3.57756140543319e-05
4.77675375890472	3.60445712307955e-05
4.87665661744909	3.63554935476422e-05
4.97655947599346	3.6728039106434e-05
5.07646233453783	3.70614409491884e-05
5.17636519308219	3.74658925283187e-05
5.27626805162656	3.77532016319449e-05
5.37617091017093	3.82083788820261e-05
5.4760737687153	3.83244634763417e-05
5.57597662725967	3.8750085100426e-05
5.67587948580403	3.91133913762845e-05
5.7757823443484	3.98472483596119e-05
5.87568520289277	4.02677984578971e-05
5.97558806143714	4.05468023702918e-05
6.07549091998151	4.09302751852357e-05
6.17539377852587	4.13242247866297e-05
6.27529663707024	4.24061786521244e-05
6.37519949561461	4.24213732603453e-05
6.47510235415898	4.2952887598975e-05
6.57500521270335	4.32580049132471e-05
6.67490807124771	4.3889622279799e-05
6.77481092979208	4.44265936444075e-05
6.87471378833645	4.47919612326011e-05
6.97461664688082	4.55042611523756e-05
7.07451950542519	4.58177572263962e-05
7.17442236396955	4.61997118938844e-05
7.27432522251392	4.68152911215997e-05
7.37422808105829	4.72873061141894e-05
7.47413093960266	4.80317934941364e-05
7.57403379814703	4.85663493046875e-05
7.67393665669139	4.8805189081408e-05
7.77383951523576	4.93478453605278e-05
7.87374237378013	4.97738171284733e-05
7.9736452323245	5.05450011229865e-05
8.07354809086887	5.13373721897307e-05
8.17345094941324	5.14384201714133e-05
8.2733538079576	5.20979359114986e-05
8.37325666650197	5.25682059402868e-05
8.47315952504634	5.29073933311554e-05
8.57306238359071	5.39788405148111e-05
8.67296524213508	5.44998353572109e-05
8.77286810067944	5.48547152448911e-05
8.87277095922381	5.54017926883005e-05
8.97267381776818	5.59550416599567e-05
9.07257667631255	5.630402529554e-05
9.17247953485692	5.730509635434e-05
9.27238239340128	5.7645806202755e-05
9.37228525194565	5.81421939925691e-05
9.47218811049002	5.88492978593437e-05
9.57209096903439	5.9116774863071e-05
9.67199382757876	5.99390061687887e-05
9.77189668612312	6.04545866730779e-05
9.87179954466749	6.08028283904287e-05
9.97170240321186	6.16568443562531e-05
10.0716052617562	6.22176826493522e-05
10.1715081203006	6.29094853064685e-05
10.271410978845	6.36483082379962e-05
10.3713138373893	6.36810249315441e-05
10.4712166959337	6.45399745036021e-05
10.5711195544781	6.54443939350456e-05
10.6710224130224	6.60031573217514e-05
10.7709252715668	6.65637537229638e-05
10.8708281301112	6.72887104418273e-05
10.9707309886555	6.81519063952286e-05
11.0706338471999	6.83594941436258e-05
11.1705367057443	6.91753093960187e-05
11.2704395642886	6.98932150193683e-05
11.370342422833	7.03204664432222e-05
11.4702452813774	7.09921592206434e-05
11.5701481399217	7.14736220886782e-05
11.6700509984661	7.19071445330487e-05
11.7699538570105	7.27024925414772e-05
11.8698567155549	7.38467522051912e-05
11.9697595740992	7.44901279409e-05
12.0696624326436	7.48443945569055e-05
12.169565291188	7.54947002163976e-05
12.2694681497323	7.6498210683576e-05
12.3693710082767	7.68779050028881e-05
12.4692738668211	7.7669801780476e-05
12.5691767253654	7.85262920502995e-05
12.6690795839098	7.95357139518321e-05
12.7689824424542	8.00511670706605e-05
12.8688853009985	8.06003251096043e-05
12.9687881595429	8.14536971571155e-05
13.0686910180873	8.17646079523116e-05
13.1685938766316	8.25872877327424e-05
13.268496735176	8.33289917940815e-05
13.3683995937204	8.45991077428416e-05
13.4683024522647	8.51207721858961e-05
13.5682053108091	8.57213535515773e-05
13.6681081693535	8.65316755333813e-05
13.7680110278978	8.75580141316071e-05
13.8679138864422	8.77646617509749e-05
13.9678167449866	8.85688547799315e-05
14.0677196035309	8.97132646955016e-05
14.1676224620753	9.09231963102906e-05
14.2675253206197	9.15219782240979e-05
14.3674281791641	9.20562774379338e-05
14.4673310377084	9.32102473023486e-05
14.5672338962528	9.41106729459226e-05
14.6671367547972	9.44494030020449e-05
14.7670396133415	9.48432317766507e-05
14.8669424718859	9.61806139584132e-05
14.9668453304303	9.7488638699161e-05
15.0667481889746	9.82007523312074e-05
15.166651047519	9.89534341809088e-05
15.2665539060634	9.96203514043042e-05
15.3664567646077	0.000100737492214058
15.4663596231521	0.000101333811267181
15.5662624816965	0.000101871746695105
