t0	r0
0.0915622693135452	9.83909036365572e-10
0.0915639405002377	8.17171602848231e-10
0.0915656176309072	7.3870565552468e-10
0.0915673090795922	6.68412178964873e-10
0.0915690034975474	6.2738319873257e-10
0.0915707092204366	6.13139810758257e-10
0.0915724195096446	5.90707983172792e-10
0.0915741427690544	6.01855311349977e-10
0.0915758807525936	5.49112713386386e-10
0.0915776283629333	5.62034718556844e-10
0.0915793940375483	5.49877631576416e-10
0.0915811727040341	6.04312490552246e-10
0.0915829728278191	6.30187294593487e-10
0.0915847893675047	6.07764961214463e-10
0.0915866225487267	6.32794117738605e-10
0.0915884673598412	6.13766988830732e-10
0.0915903189242828	6.04513229659829e-10
0.0915921856446864	5.38403739055481e-10
0.0915940692012264	5.22521157708488e-10
0.0915959712892308	5.20925228026518e-10
0.0915978936207071	4.56625378080827e-10
0.09159982997949	5.04909383203402e-10
0.0916017821829043	5.26749756315158e-10
0.0916037519880649	5.4894580565589e-10
0.0916057548969452	5.52181268992261e-10
0.0916077793890363	5.52992850439041e-10
0.0916098258771461	5.40507276498207e-10
0.091611882946423	5.15084951213145e-10
0.0916139592444195	4.50149016648429e-10
0.0916160635044513	4.1546176744807e-10
0.0916181909588638	3.71992544072254e-10
0.0916203503870179	3.04990195634394e-10
0.0916225221354008	2.44322938811435e-10
0.091624715023241	1.80447158622686e-10
0.091626929614913	1.17773129974693e-10
0.0916291612420681	1.29285375824736e-10
0.0916314119133214	1.1821402162116e-10
0.0916336838573066	6.85845323716514e-11
0.0916359710479217	1.0289195307795e-10
0.0916382755437926	1.10424288807918e-10
0.0916405911452411	1.08165116721113e-10
0.0916429199364647	1.31297505038956e-10
0.0916452708780403	1.6453057458769e-10
0.0916476394243434	1.63151185830276e-10
0.0916500194333445	1.84537239928628e-10
0.0916524199117205	1.68791373484734e-10
0.0916548432229403	1.79837695005404e-10
0.0916572768155136	1.53589182906863e-10
0.0916597299472223	1.59336327363164e-10
0.0916621983672977	1.99707265734861e-10
0.0916646845003604	2.1014261859062e-10
0.091667190584098	1.67723058614414e-10
0.0916697174647817	1.20030786568471e-10
0.0916722607551437	1.03859768078871e-10
0.0916748213349455	9.76348946133069e-11
0.0916773881856188	1.52118970062658e-10
0.0916799773465183	2.06853108851338e-10
0.0916825830770601	2.88603745446907e-10
0.0916852010609462	2.8086153182371e-10
0.0916878322451664	3.26941391175575e-10
0.0916904723363332	3.44307313935332e-10
0.0916931170490765	3.35878069776181e-10
0.0916957756283235	3.40011615411643e-10
0.0916984490576025	3.66376308822943e-10
0.0917011330815486	3.96631009019939e-10
0.0917038301159648	4.28311693421321e-10
0.0917065276528516	5.03585289466629e-10
0.09170924184919	5.40581071639309e-10
0.0917119684863094	5.3354584476197e-10
0.0917147168828755	5.76848985267035e-10
0.0917174679154885	6.40726923060864e-10
0.0917202309247709	7.19544341918793e-10
0.0917230083976178	7.76928995907178e-10
0.0917258096984504	8.02129733217032e-10
0.0917286308898732	8.19226192020937e-10
0.0917314733046539	8.47981576714788e-10
0.0917343328395262	8.5694340185565e-10
0.0917372120682645	9.1399879039888e-10
0.091740105308489	9.48994990910643e-10
0.0917430151643111	1.03078235261702e-09
0.0917459442547975	1.1186767517982e-09
0.0917488954192034	1.17862564413678e-09
0.0917518715166538	1.22941435224186e-09
0.0917548820903454	1.27073306583648e-09
0.0917579066406052	1.27245843930701e-09
0.091760941228102	1.29222733248275e-09
0.0917640023131844	1.23041809249735e-09
0.0917670859894049	1.20907444514568e-09
0.0917702019105488	1.17908874294374e-09
0.0917733379322895	1.20510237674909e-09
0.0917765038669996	1.24145316606413e-09
0.0917796808455593	1.18581751555902e-09
0.091782878591972	1.16600650931526e-09
0.0917861069741676	1.10509899235545e-09
0.0917893538408627	1.04777910713623e-09
0.0917926291041981	9.95147861051782e-10
0.0917959206550884	8.95545469009923e-10
0.091799223510382	8.43149879699526e-10
0.0918025394400773	7.73114034800165e-10
0.091805871635312	6.80367210516745e-10
0.0918092233018657	6.13850707769114e-10
0.0918125823994193	5.30587142982066e-10
0.0918159519513874	5.10389754809318e-10
0.091819348970078	5.05609191217121e-10
0.0918227546728296	4.76557257752327e-10
0.0918261708408656	4.48960810055265e-10
0.0918295871041724	4.31836611759509e-10
0.0918330134021258	4.49717691046372e-10
0.0918364515344875	3.62905426077421e-10
0.0918398895387635	3.59331077683253e-10
0.0918433374991311	3.30638438759934e-10
0.0918467834619439	2.88135445393901e-10
0.0918502445082857	1.97039644730228e-10
0.0918537019131223	1.02317286367999e-10
0.0918571591164623	4.7785908148384e-11
0.0918606110374862	-2.6870297588019e-11
0.091864067772898	-7.2847527498498e-11
0.0918675256508289	-1.30664805653146e-10
0.0918709877836025	-1.97661260381027e-10
0.0918744572873717	-2.09481644439127e-10
0.0918779442746659	-2.30423397223312e-10
0.0918814454289564	-1.75732799111505e-10
0.0918849557089814	-1.9325387014445e-10
0.0918884852639722	-2.38625329456306e-10
0.0918920374773439	-2.84894120371697e-10
0.0918956061948883	-3.78566890637204e-10
0.0918991813904745	-4.52614841008198e-10
0.0919027580894829	-5.31359231201315e-10
0.0919063395111842	-5.85899134063209e-10
0.0919099358688419	-6.5918243272205e-10
0.0919135353423763	-7.09879265935682e-10
0.0919171411715567	-7.46181533809075e-10
0.0919207416663601	-7.80217598514883e-10
0.0919243469319834	-8.34574895279643e-10
0.0919279605415204	-8.8620160568329e-10
0.091931577554927	-8.89689798406134e-10
0.091935208217501	-9.03550662128476e-10
0.0919388490139202	-9.38258661944416e-10
0.0919424882856348	-9.58234493547233e-10
0.0919461361727432	-9.57874569182586e-10
0.0919497962867018	-9.64232361201594e-10
0.0919534720032034	-9.32008216505161e-10
0.0919571736203826	-9.39371635561138e-10
0.0919609103821271	-9.84014503566898e-10
0.0919646656303938	-1.00443168516114e-09
0.0919684428265039	-1.07143578520333e-09
0.09197224408605	-1.11122448681037e-09
0.0919760581014889	-1.19087007845273e-09
0.0919798871028972	-1.27339912146098e-09
0.0919837194795907	-1.33287246336735e-09
0.0919875573968279	-1.45678828563599e-09
0.0919913975258295	-1.6001725781483e-09
0.0919952366613393	-1.70002471982394e-09
0.0919990838392081	-1.73994006515284e-09
0.0920029290773615	-1.77079685135602e-09
0.0920067744274002	-1.82056989647671e-09
0.0920106233503985	-1.84032557458584e-09
0.0920144713648777	-1.87283811940076e-09
0.0920183207315161	-1.88781535919912e-09
0.0920221614702085	-1.81731287120388e-09
0.092026002618248	-1.80152507296695e-09
0.0920298478395059	-1.7816218072535e-09
0.0920337008015183	-1.76807706066604e-09
0.0920375515274162	-1.68735436163499e-09
0.0920414090634824	-1.6304709676925e-09
0.0920452770883378	-1.61773112912421e-09
0.0920491456386704	-1.54162210212286e-09
0.0920530250609449	-1.55849585480858e-09
0.0920569175627645	-1.55371148844937e-09
0.0920608198644803	-1.53367858270914e-09
0.0920647275326577	-1.47613398666868e-09
0.0920686441658054	-1.4847945706717e-09
0.0920725872686411	-1.53011742041352e-09
0.0920765538136384	-1.54699992930204e-09
0.0920805323139102	-1.55807016935163e-09
0.0920845184046062	-1.56868517342166e-09
0.0920885144706816	-1.59714341582562e-09
0.0920925173257023	-1.61305785229651e-09
0.0920965239108772	-1.61666938331345e-09
0.0921005516866533	-1.62533913604468e-09
0.0921045974951364	-1.63400283747342e-09
0.0921086649778274	-1.68557349291063e-09
0.0921127495218551	-1.69993853433229e-09
0.0921168617933264	-1.75177123528382e-09
0.0921209841029988	-1.82437615502409e-09
0.0921251271070811	-1.8450332598675e-09
0.0921292945345565	-1.89378871747418e-09
0.0921334888522533	-1.86779409742756e-09
0.0921377140419177	-1.86597437601478e-09
0.0921419591609869	-1.82372280038404e-09
0.0921462281116988	-1.82908253708157e-09
0.0921505096499403	-1.87110081927745e-09
0.0921548214836347	-1.88405639699071e-09
0.092159160710559	-1.89296190727005e-09
0.0921635231395933	-1.86796772758208e-09
0.0921679197683055	-1.84879347710175e-09
0.0921723326843372	-1.80310184819749e-09
0.0921767660624866	-1.770093616618e-09
0.0921812226608863	-1.75505021822353e-09
0.0921856981472918	-1.71108744352951e-09
0.0921901951148581	-1.69787854476422e-09
0.0921947097210216	-1.68410016272463e-09
0.0921992393274132	-1.67451969713813e-09
0.0922037880109842	-1.60840619231733e-09
0.0922083433443154	-1.48452507579399e-09
0.0922129238164521	-1.43732514451266e-09
0.0922175116403178	-1.35381375714214e-09
0.0922221109452637	-1.28653184568053e-09
0.0922267261990865	-1.2435367638344e-09
0.0922313465507107	-1.18483353566871e-09
0.0922359970027568	-1.20912298953921e-09
0.0922406530881612	-1.18806579999115e-09
0.0922453328519647	-1.18301864707407e-09
0.0922500241913045	-1.19583372137004e-09
0.0922547246268835	-1.18325017223628e-09
0.0922594372993029	-1.12533698730777e-09
0.0922641597320993	-1.11393077659536e-09
0.0922688948621435	-1.05813652983576e-09
0.0922736471615389	-1.01971039779511e-09
0.0922784140066542	-9.49717542671771e-10
0.0922831996879717	-9.14892543944943e-10
0.0922880071992905	-8.6190499093319e-10
0.0922928188802151	-8.71936558942009e-10
0.0922976459260913	-9.36569126125936e-10
0.0923024842567594	-9.50059648892375e-10
0.0923073378125226	-9.40876327439833e-10
0.0923121942493946	-9.10027841405833e-10
0.0923170430622055	-8.5643754254238e-10
0.0923218885787008	-8.11225654608458e-10
0.0923267351601725	-7.67697375105328e-10
0.0923315791936022	-7.23123751513936e-10
0.0923364463360005	-7.04290485315635e-10
0.0923413136034273	-6.62147462586052e-10
0.0923461993524491	-5.99570752344613e-10
0.0923511081907379	-5.08529607382045e-10
0.0923560225490995	-3.90822228342104e-10
0.0923609608264845	-2.38791887803201e-10
0.0923659192530173	-1.07850228254661e-10
0.092370895840153	5.76328695030136e-11
0.092375895030642	2.15848375563069e-10
0.0923809213240934	3.8366564544654e-10
0.0923859779308722	5.2651641577995e-10
0.0923910696124332	5.84121333591897e-10
0.0923961789641551	6.25546130754806e-10
0.0924012921748265	7.0558672416931e-10
0.0924064054218548	7.2678285920079e-10
0.0924115308682549	7.70113730689466e-10
0.092416651103281	7.70798256772931e-10
0.0924217696247292	7.82849437881042e-10
0.0924268830278321	8.18122803666682e-10
0.0924319892168523	8.24300920856319e-10
0.0924370912273857	8.31861458197555e-10
0.0924422007627759	9.09285455026262e-10
0.0924473159704857	1.00066897114031e-09
0.0924524401043958	1.10336989263162e-09
0.0924575642139199	1.20395997043222e-09
0.0924627068868004	1.31185647518965e-09
0.0924678805227037	1.37983713463133e-09
0.0924730679644255	1.47194329149427e-09
0.0924782725308614	1.54512059937728e-09
0.0924834853438203	1.53398446297677e-09
0.0924887166460558	1.49459054115176e-09
0.0924939629314343	1.52019963591869e-09
0.092499213596118	1.58018219408857e-09
0.0925044738156174	1.61020078536173e-09
0.0925097398631444	1.59582697487908e-09
0.0925150080536703	1.63359482865407e-09
0.0925202902401111	1.59860757470942e-09
0.0925255847253285	1.60291703763914e-09
0.0925309020357536	1.63710963421867e-09
0.0925362336048391	1.66805536267734e-09
0.0925415757700168	1.6730838724222e-09
0.0925469404507855	1.71415592797067e-09
0.0925523087250445	1.78456458095426e-09
0.0925576774493332	1.86925411840818e-09
0.0925630589801007	1.93671382527366e-09
0.0925684361370932	2.00972745447844e-09
0.0925738121997969	2.07516296231203e-09
0.09257919911822	2.09471568808831e-09
0.0925846019511203	2.12279500017523e-09
0.0925900102355634	2.14679122710701e-09
0.0925954288393701	2.06750746739417e-09
0.0926008559780192	1.99544817564538e-09
0.092606310511999	1.93502898556483e-09
0.0926117824744672	1.86811776392125e-09
0.0926172754404081	1.83894728096799e-09
0.0926228016752187	1.77406419585732e-09
0.092628345689209	1.74582044688424e-09
0.092633925134424	1.62609960646465e-09
0.092639516130887	1.54642784188609e-09
0.092645129275503	1.44176207320858e-09
0.0926507559362956	1.34201226991289e-09
0.0926564081673806	1.24862533845876e-09
0.0926620897425094	1.19718070925565e-09
0.0926677920912974	1.10230494601206e-09
0.0926735260223485	9.96713734284999e-10
0.0926792745875755	8.98094644768573e-10
0.092685078395573	7.95696050354078e-10
0.092690908282909	6.58940140336065e-10
0.0926967755010053	5.52612074747144e-10
0.0927026717352894	4.35681486217152e-10
0.092708594074521	3.07575492382027e-10
0.0927145379892942	1.99282304121114e-10
0.0927205159407226	1.57063883826014e-10
0.0927265128420166	1.07382651560515e-10
0.0927325467566387	1.5845576655937e-12
0.0927385912680413	-7.60822565096149e-11
0.0927446519054134	-1.97181188027998e-10
0.0927507483461154	-3.54541087143388e-10
0.092756864178511	-4.81977786115416e-10
0.0927630121071709	-6.0423969093595e-10
0.0927691671318078	-6.92080867569201e-10
0.0927753488932897	-8.29562300540577e-10
0.0927815411746319	-9.67459773672154e-10
0.0927877397781145	-1.05836756726489e-09
0.0927939577221133	-1.1255257011921e-09
0.0928001769209153	-1.20715253504996e-09
0.0928064033002448	-1.20677202580562e-09
0.0928126339817739	-1.2438254318438e-09
0.0928188660023284	-1.23499678586091e-09
0.0928251121374765	-1.32054355765186e-09
0.0928313642714659	-1.3729817114624e-09
0.0928376268966969	-1.44075110777933e-09
0.0928439128533666	-1.45074066942506e-09
0.0928502140000771	-1.40685357597836e-09
0.0928565434445535	-1.38281620145035e-09
0.0928628675774911	-1.39854525682671e-09
0.0928691907161482	-1.40507912889699e-09
0.092875524199999	-1.42404643184216e-09
0.0928818667135864	-1.48233217076597e-09
0.092888217182437	-1.49355876232294e-09
0.0928945869706237	-1.52214761720745e-09
0.0929009490817407	-1.57651482269683e-09
0.0929073092421176	-1.55790584532176e-09
0.0929136646051198	-1.51085769912589e-09
0.0929200344553832	-1.46515577722507e-09
0.0929264179112467	-1.39062409783609e-09
0.0929328057912198	-1.36995796257537e-09
0.0929391954610086	-1.33350264569154e-09
0.0929455987735845	-1.26995304597053e-09
0.0929520149036812	-1.20801188000391e-09
0.0929584288110471	-1.16162742509083e-09
0.0929648519168541	-1.15884616327837e-09
0.0929712676319403	-1.11223746524631e-09
0.0929776756008215	-1.03151639430177e-09
0.0929840887611443	-9.89590934222816e-10
0.0929905271046167	-9.2108153850148e-10
0.0929969799439585	-8.42664296359275e-10
0.0930034537210789	-7.8061074591576e-10
0.0930099318661455	-6.75618126027604e-10
0.0930164186284598	-6.35959026324705e-10
0.0930229130633817	-5.68110031939096e-10
0.0930294424654603	-4.83054269716353e-10
0.093035990108351	-3.98631283465438e-10
0.0930425537606919	-3.38447660582525e-10
0.0930491379624152	-2.4361444842745e-10
0.0930557416237279	-1.76506761703889e-10
0.0930623693468501	-1.51581633411414e-10
0.0930689875843719	-1.17685230235843e-10
0.093075601158211	-1.37030122081083e-10
0.0930822146532338	-1.12234976329809e-10
0.0930888274525383	-3.7718417013183e-11
0.0930954301274405	8.94348591171889e-11
0.0931020274858513	1.6048434746737e-10
0.0931086254395615	1.69860004949995e-10
0.0931152218024906	1.7708066216397e-10
0.0931218301617473	2.04621591763032e-10
0.0931284494230049	2.28692034871978e-10
0.0931350842025254	2.8440241592462e-10
0.093141725331355	3.59603372831565e-10
0.0931483905370178	4.51567055876307e-10
0.0931550424002007	4.9922701145638e-10
0.0931617011274611	5.24071512323037e-10
0.0931683435585466	5.46230178659671e-10
0.0931749900981013	5.44164680266819e-10
0.0931816381309748	4.70430535945792e-10
0.0931882697152633	4.07056322950485e-10
0.0931949054857963	3.2885325725114e-10
0.0932015516026073	2.0646386704926e-10
0.0932082056901113	9.38687302913689e-11
0.0932148658264217	-2.88713742891057e-11
0.0932215381935037	-1.853362517972e-10
0.0932282217809193	-2.95604932180742e-10
0.0932349298340374	-4.2398177222989e-10
0.0932416532498548	-5.21940530371958e-10
0.0932483826992497	-6.22541278613368e-10
0.0932551298874032	-7.59095397238735e-10
0.093261883958492	-8.93765986457099e-10
0.0932686371924527	-1.05948644839862e-09
0.0932753787318139	-1.11903423421581e-09
0.0932821148509936	-1.19817660823574e-09
0.0932888500314866	-1.25662241700211e-09
0.0932956120244754	-1.33040602690868e-09
0.0933023790849893	-1.38410815882146e-09
0.0933091629520619	-1.43716739584276e-09
0.0933159631621386	-1.50063573129735e-09
0.093322777684905	-1.53170336509614e-09
0.0933296126276153	-1.59542770711415e-09
0.093336447087033	-1.62578515217616e-09
0.09334327341545	-1.69331690006026e-09
0.0933501020637242	-1.73679559061954e-09
0.0933569183628989	-1.7817325290693e-09
0.0933637291012057	-1.84753338164834e-09
0.0933705762909885	-1.8452126297356e-09
0.0933774366895839	-1.86600445688551e-09
0.0933843172522664	-1.97025294247536e-09
0.0933911954403918	-1.97379830971307e-09
0.093398082711894	-2.03893231623547e-09
0.0934049926138684	-2.05653034695713e-09
0.0934119003091951	-2.03583049579772e-09
0.0934188104337989	-1.97537523310933e-09
0.0934257144178086	-1.91569249609506e-09
0.0934326326719284	-1.91698377555495e-09
0.0934395562858493	-1.93463313525662e-09
0.0934464839087522	-1.86137134556841e-09
0.0934534214936145	-1.78687721199196e-09
0.0934603445596201	-1.72650359537766e-09
0.0934672806824305	-1.63101624884291e-09
0.0934742208499614	-1.64007558901133e-09
0.0934811643880833	-1.63898653775541e-09
0.0934881246576378	-1.71623790059487e-09
0.093495121329925	-1.7937273210501e-09
0.093502147104822	-1.84180343724118e-09
0.0935091997894035	-1.91821793899738e-09
0.0935162698866069	-1.98653215991297e-09
0.0935233637599969	-2.09619773444271e-09
0.0935304730736069	-2.22016437758458e-09
0.0935376043970106	-2.29050686473951e-09
0.0935447717071346	-2.36260323190884e-09
0.0935519727212751	-2.3448650090851e-09
0.0935592286170029	-2.37232578265968e-09
0.093566524762258	-2.3586971191518e-09
0.0935738527662356	-2.32897374728036e-09
0.0935812334272844	-2.20391948167699e-09
0.0935886885317332	-2.12884313220878e-09
0.0935962183032668	-2.02461255293186e-09
0.0936037948604793	-1.89829894448511e-09
0.0936114009108553	-1.75016032110318e-09
0.0936190262996146	-1.59996281275432e-09
0.093626662255334	-1.40765178176606e-09
0.093634303968052	-1.16825847655542e-09
0.0936419337568342	-1.04757506707526e-09
0.0936495515879837	-9.24893189589586e-10
0.0936571558141929	-7.82652767160277e-10
0.0936647677390535	-6.45521904104893e-10
0.093672393065028	-5.14872734883902e-10
0.0936800243935901	-3.97932540761491e-10
0.0936876534254545	-2.74057695668359e-10
0.0936952840387383	-1.75948646656487e-10
0.0937028916414948	-6.87216645126409e-11
0.0937105053355052	4.41502515392865e-11
0.0937181250401314	1.69480150776814e-10
0.0937257504827047	3.40456905679959e-10
0.0937333715456263	5.17251667318661e-10
0.0937409881676189	7.04111314321835e-10
0.0937485987002853	9.090708368379e-10
0.0937562083907703	1.0574008177872e-09
0.0937638245353725	1.23557963730439e-09
0.0937714465965648	1.40352563974087e-09
0.0937790818225953	1.56049804205991e-09
0.0937867287989816	1.77361515698876e-09
0.0937943856747537	1.97592380936234e-09
0.0938020510746437	2.18424439925221e-09
0.0938097323253643	2.27822773089983e-09
0.0938174276067946	2.43725612123451e-09
0.093825136944186	2.58481727939818e-09
0.0938328730216997	2.76674806414117e-09
0.0938406329395068	2.94355576113372e-09
0.0938484098672862	3.09319683837787e-09
0.0938561951700108	3.19972583551914e-09
0.0938639877981737	3.3131034268305e-09
0.0938717894922994	3.40136952894491e-09
0.0938795932100444	3.44887536173845e-09
0.0938873979254764	3.46837711966186e-09
0.0938952035127214	3.49547139114797e-09
0.0939030087303618	3.49317075441763e-09
0.0939108141299342	3.53754822970247e-09
0.0939186338282866	3.57491428079047e-09
0.0939264794798573	3.61523643403496e-09
0.0939343211384528	3.62794003039864e-09
0.093942164706311	3.66022473176699e-09
0.0939500144915411	3.66460380897913e-09
0.0939578619316931	3.73851829775626e-09
0.0939657143071622	3.77631874457816e-09
0.0939735632877247	3.78524055141778e-09
0.0939814003032064	3.86408834856001e-09
0.0939892326176175	3.94714536323315e-09
0.0939970593126265	4.06777714032464e-09
0.0940048931906094	4.16306876036365e-09
0.0940127202545797	4.27905164589199e-09
0.0940205841717049	4.36144198210414e-09
0.0940284633811324	4.41795908008256e-09
0.0940363795525071	4.43735178567058e-09
0.0940443213561119	4.47209392843384e-09
0.0940522745471603	4.49694600493444e-09
0.0940602521478474	4.53674684291443e-09
0.094068253410799	4.55613037326059e-09
0.0940762769095541	4.5363687616518e-09
0.0940842950157536	4.52271742983994e-09
0.0940923421435877	4.47853948019979e-09
0.094100411954644	4.45146708206533e-09
0.0941085012606382	4.38808898157571e-09
0.0941166173424918	4.31939917627594e-09
0.0941247662578237	4.24837407147281e-09
0.0941329063380733	4.20933511726333e-09
0.0941410507736477	4.10994990459472e-09
0.0941491901083506	4.04606554914731e-09
0.0941573159962663	4.01556590320326e-09
0.0941654430831046	4.07069000056453e-09
0.0941735487790432	4.13155374552909e-09
0.0941816626343802	4.13497009873243e-09
0.0941897926036471	4.11985680923417e-09
0.09419793723352	4.0777556120397e-09
0.0942060808509883	4.09831756746469e-09
0.0942142296059156	4.10816846146057e-09
0.0942223729844723	4.0942447049254e-09
0.0942305269141101	4.06325114208622e-09
0.0942386986850416	4.03540324194307e-09
0.0942468726486844	3.95197091246284e-09
0.0942550544166033	3.87095647931448e-09
0.094263258819577	3.73004984082791e-09
0.0942714865082614	3.66727094148085e-09
0.0942797182382697	3.61806035359831e-09
0.0942879665557478	3.49403312841976e-09
0.0942962012578146	3.37939646606004e-09
0.0943044593858507	3.3093245876096e-09
0.0943127196188228	3.26173551625854e-09
0.0943209863743357	3.22631678230607e-09
0.0943292598470648	3.17980103456841e-09
0.0943375316109309	3.18553795717969e-09
0.0943458387406732	3.13179501400244e-09
0.0943541492618953	3.08224457736023e-09
0.0943624711052428	3.01326226606943e-09
0.0943708028879195	3.01647722448102e-09
0.0943791521090923	2.90509275611874e-09
0.0943875071800292	2.80779511329232e-09
0.0943958300639681	2.73129991758183e-09
0.0944041345027106	2.66011000826475e-09
0.0944124122954462	2.56098042486479e-09
0.0944206769459974	2.41835089294604e-09
0.0944289222954119	2.28568331190141e-09
0.0944371547860166	2.06982758858933e-09
0.094445418907563	1.88420591831831e-09
0.0944536860984498	1.69222080431601e-09
0.0944619784960304	1.52491325973592e-09
0.0944702804452967	1.35091287986182e-09
