ts	rs
0.091839344349	-2.66e-08
0.091839344349	3.6e-08
0.091848086056	7.8e-09
0.091848086056	1.58e-08
0.091856827764	-3e-09
0.091856827764	-3.52e-08
0.091865569471	-7.6e-09
0.091865569471	-1.4e-09
0.091865569471	4.2e-09
0.091865569471	6.4e-09
0.091865569471	-4.6e-09
0.091865569471	-8.2e-09
0.091865569471	-2.5e-08
0.091874311179	3.2e-09
0.091874311179	-1e-09
0.091874311179	2.72e-08
0.091891794594	2.78e-08
0.091891794594	9.8e-09
0.091900536302	-1.92e-08
0.091900536302	3.8e-09
0.091900536302	-1.64e-08
0.091909278009	-1.78e-08
0.091909278009	1.6e-08
0.091918019717	-1.6e-08
0.091918019717	-7.4e-09
0.091918019717	-1.72e-08
0.091926761424	-8e-09
0.091926761424	1.78e-08
0.091926761424	2.54e-08
0.091935503132	-3.68e-08
0.091935503132	3.8e-09
0.091935503132	-1.78e-08
0.091935503132	-9e-09
0.091935503132	1.42e-08
0.091944244839	3.28e-08
0.091944244839	3.8e-09
0.091944244839	3.48e-08
0.091952986547	-2.16e-08
0.091961728254	3.68e-08
0.091970469962	-1.72e-08
0.091979211669	-2.2e-09
0.091987953377	1e-09
0.091987953377	2.52e-08
0.091987953377	-2.44e-08
0.091996695084	-1.62e-08
0.091996695084	-2.18e-08
0.092005436792	-1.02e-08
0.092005436792	-1.6e-09
0.092014178499	-5e-09
0.092022920207	-1.96e-08
0.092022920207	-5.44e-08
0.092031661914	-1.74e-08
0.092031661914	3.4e-09
0.092031661914	-4.4e-09
0.092031661914	-8.2e-09
0.092040403622	8.2e-09
0.092040403622	1.64e-08
0.092040403622	-2e-08
0.092040403622	2.94e-08
0.092049145329	-6.4e-09
0.092049145329	-3.4e-08
0.092057887037	7.8e-09
0.092057887037	3.78e-08
0.092057887037	4.4e-09
0.092057887037	-1.8e-09
0.092066628745	3.4e-09
0.092075370452	-1.8e-09
0.09208411216	1.46e-08
0.09208411216	-2.6e-09
0.09208411216	2.42e-08
0.09208411216	-1.4e-09
0.09208411216	-1.94e-08
0.09208411216	1.06e-08
0.092092853867	3.6e-09
0.092092853867	-1.16e-08
0.092101595575	-2.8e-09
0.092101595575	-1.84e-08
0.092101595575	1.16e-08
0.092110337282	-4.68e-08
0.092110337282	-4e-10
0.092119096513	-1.02e-08
0.092119096513	6.2e-09
0.092127997701	2.7e-08
0.092127997701	-1.16e-08
0.092127997701	-1.56e-08
0.09213689889	-1.5e-08
0.09213689889	-1.08e-08
0.092145800078	-4e-10
0.092145800078	-1.08e-08
0.092154701267	1.84e-08
0.092163602456	-2.3e-08
0.092172503644	8e-10
0.092181404833	1.64e-08
0.092181404833	-7.4e-09
0.092181404833	-4.56e-08
0.09219920721	4e-10
0.09219920721	-3.5e-08
0.092208108399	1e-08
0.092208108399	2.2e-08
0.092208108399	4.26e-08
0.092217009588	-2.7e-08
0.092217009588	1.24e-08
0.092225910776	1.38e-08
0.092225910776	1.88e-08
0.092243713154	-9.8e-09
0.092243713154	-1.96e-08
0.092252614342	-1.74e-08
0.092252614342	-3.8e-09
0.092261515531	-6e-09
0.092261515531	6e-09
0.092261515531	-4.64e-08
0.092261515531	4.42e-08
0.092270416719	1.22e-08
0.092279317908	2.76e-08
0.092279317908	6.2e-09
0.092288219097	-2.8e-08
0.092297120285	3.6e-09
0.092314922663	-2.28e-08
0.092323823851	0
0.092323823851	-1.26e-08
0.092323823851	2.96e-08
0.09233272504	-2.22e-08
0.09233272504	-8.6e-09
0.09233272504	-1.76e-08
0.09233272504	-2.4e-09
0.09233272504	-5.62e-08
0.092341626229	-1.78e-08
0.092341626229	-2.34e-08
0.092350527417	-1e-09
0.092350527417	-2.8e-09
0.092350527417	-1.24e-08
0.092350527417	3.22e-08
0.092359428606	8.6e-09
0.092359428606	4.08e-08
0.092368329794	1.6e-09
0.09239503336	5.4e-09
0.092403934549	2.54e-08
0.092403934549	2.24e-08
0.092412835738	3.04e-08
0.092421736926	4e-09
0.092430638115	-2.96e-08
0.092430638115	3.96e-08
0.092439539304	-3.3e-08
0.092439539304	-2.78e-08
0.092439539304	-1.76e-08
0.092448440492	-4.8e-09
0.092448440492	1.2e-09
0.092448440492	-1.22e-08
0.092448440492	1.8e-08
0.092457341681	9.6e-09
0.09246624287	4.52e-08
0.09246624287	3.4e-08
0.092475144058	1.4e-09
0.092484045247	3e-09
0.092492946435	-3.58e-08
0.092492946435	2.32e-08
0.092501847624	5.4e-09
0.092510748813	-3.24e-08
0.092510748813	3.9e-08
0.092510748813	4.2e-09
0.092519650001	-1.18e-08
0.092519650001	-1.02e-08
0.09252855119	-2e-09
0.09252855119	7e-09
0.092546353567	-1.66e-08
0.092555254756	-2.12e-08
0.092555254756	-2e-10
0.092564155945	1.66e-08
0.092573057133	-1.4e-09
0.092573057133	1.76e-08
0.092573057133	1.94e-08
0.092581958322	3.96e-08
0.092581958322	2.94e-08
0.092581958322	2.22e-08
0.092581958322	4.98e-08
0.09259085951	-2.52e-08
0.092599760699	-3.42e-08
0.092599760699	1.1e-08
0.092599760699	2.72e-08
0.092608661888	3.84e-08
0.092617563076	-3.22e-08
0.092626464265	9e-09
0.092626464265	-9.4e-09
0.092626464265	3.8e-09
0.092635365454	9e-09
0.092635365454	-1.02e-08
0.092644266642	2.74e-08
0.092653167831	5.8e-09
0.092653167831	1.86e-08
0.092653167831	1.4e-09
0.09266206902	-6e-09
0.09266206902	1.22e-08
0.092670970208	-2.1e-08
0.092688772585	-2.8e-09
0.092688772585	-5.16e-08
0.092688772585	-6.2e-09
0.092697673774	6.36e-08
0.09272437734	-3.94e-08
0.09272437734	5.4e-09
0.09272437734	1.04e-08
0.092733278529	4.98e-08
0.092733278529	-8.4e-09
0.092751080906	-3.6e-08
0.092751080906	1.24e-08
0.092759982095	2.32e-08
0.092777784472	-2.94e-08
0.092777784472	-4.96e-08
0.092795608326	1.78e-08
0.092795608326	-3.9e-08
0.092804664174	1.82e-08
0.092813720021	6e-09
0.092813720021	-1.96e-08
0.092813720021	-1.28e-08
0.092822775868	1.04e-08
0.092822775868	-7.8e-09
0.092822775868	-7.28e-08
0.092822775868	-1.08e-08
0.09284994341	2.36e-08
0.092858999258	5.8e-09
0.092868055105	7.2e-09
0.092868055105	5e-09
0.092868055105	1.96e-08
0.092877110952	-6.4e-09
0.092904278494	-1.52e-08
0.092904278494	-3.7e-08
0.092913334341	-3.2e-09
0.092922390189	-4.32e-08
0.092922390189	-1.94e-08
0.092931446036	2.24e-08
0.092940501883	8e-10
0.092949557731	-1.96e-08
0.092949557731	-2.8e-09
0.092949557731	2.7e-08
0.092958613578	1.34e-08
0.092967669425	-2.42e-08
0.092967669425	-2.52e-08
0.092967669425	1.4e-09
0.092967669425	-1.38e-08
0.09298578112	-1.48e-08
0.09298578112	2.44e-08
0.092994836967	-1.14e-08
0.093003892814	-3e-09
0.093003892814	1e-08
0.093003892814	-5.8e-09
0.093012948662	-3.3087224502e-25
0.093022004509	4.2e-09
0.093031060356	6.6e-09
0.093031060356	1.58e-08
0.093040116204	1.72e-08
0.093067283745	-1.72e-08
0.093076339593	1e-08
0.09308539544	5.2e-09
0.09308539544	-2.56e-08
0.093094451287	-4.02e-08
0.093103507135	3.8e-08
0.093103507135	3.22e-08
0.093112562982	3.54e-08
0.093112562982	-9.8e-09
0.093112562982	-1.98e-08
0.093121618829	-1.82e-08
0.093130674677	4.1359030628e-26
0.093148786371	-4.6e-09
0.093157842218	1.88e-08
0.093157842218	9.8e-09
0.093166898066	2.84e-08
0.093166898066	3.68e-08
0.093175953913	3.14e-08
0.093194065608	1e-09
0.093194065608	4.18e-08
0.093194065608	9.8e-09
0.093203121455	-4e-09
0.093212177302	2.4e-09
0.093212177302	2.5e-08
0.093212177302	-4.46e-08
0.093212177302	-1.68e-08
0.09322123315	4.14e-08
0.093230288997	8.2e-09
0.093239344844	-2.4e-09
0.093257456539	-7e-09
0.093257456539	1.36e-08
0.093275568233	-1.26e-08
0.093275568233	-1.14e-08
0.093284624081	-1.76e-08
0.093284624081	-3.8e-09
0.093284624081	-3.08e-08
0.093293679928	2.94e-08
0.093293679928	-3.94e-08
0.093302735775	-1.56e-08
0.093302735775	1e-08
0.093338959164	1.62e-08
0.093338959164	1.4e-09
0.093357070859	-8.6e-09
0.093357070859	1.6e-08
0.093357070859	-9.4e-09
0.093357070859	-1.12e-08
0.093366126706	-2.6e-08
0.093366126706	3.6e-09
0.093375182554	-2.58e-08
0.093384238401	8e-09
0.093384238401	-2.96e-08
0.093402350095	-4.28e-08
0.093411405943	-1.18e-08
0.09342046179	2.46e-08
0.09342046179	2.6e-08
0.093429517637	-1.78e-08
0.093438573485	-1.72e-08
0.093438573485	-4e-10
0.093456685179	-2.6e-08
0.093456685179	-7.2e-09
0.093465741027	4.98e-08
0.093465741027	3.58e-08
0.093465741027	5.08e-08
0.093474867093	-3.8e-09
0.093474867093	-7.8e-09
0.093484073845	1.6e-09
0.093493280597	4.58e-08
0.093493280597	-6.4e-09
0.093502487349	-1.14e-08
0.093502487349	-5.74e-08
0.093502487349	-1.26e-08
0.093511694102	-3e-08
0.093511694102	-3.02e-08
0.093511694102	4.8e-09
0.093520900854	-9.6e-09
0.093520900854	-6.72e-08
0.093520900854	2e-10
0.093520900854	-1.78e-08
0.093557727862	-3.04e-08
0.093576141366	-1.94e-08
0.093594554871	-3.64e-08
0.093603761623	-1.44e-08
0.093631381879	-1.08e-08
0.093649795383	2.92e-08
0.093649795383	1.86e-08
0.093659002135	1.1e-08
0.093659002135	-6e-10
0.093668208888	1.74e-08
0.093668208888	-1.04e-08
0.09367741564	4.6e-09
0.093695829144	7.4e-09
0.093714242648	-9.8e-09
0.093714242648	-4e-10
0.093714242648	-1.84e-08
0.093714242648	-4.08e-08
0.093732656152	-1.8e-08
0.093732656152	-7e-09
0.093741862905	-1.92e-08
0.093751069657	3.98e-08
0.093751069657	9.6e-09
0.093760276409	6.2e-09
0.093760276409	-1.18e-08
0.093769483161	-3.28e-08
0.093778689913	1.86e-08
0.093787896665	1.8e-08
0.093787896665	3.76e-08
0.093797103417	-2.7e-08
0.093797103417	-7.8e-09
0.093806310169	1.42e-08
0.093824723674	-9.2e-09
0.093824723674	3.28e-08
0.093833930426	1.5e-08
0.093843137178	2.34e-08
0.093879964186	4e-08
0.093879964186	1.28e-08
0.093889170939	3.4e-09
0.093889170939	1.04e-08
0.093898377691	1.9e-08
0.093898377691	-1.46e-08
0.093898377691	1.6e-08
0.093916791195	2.86e-08
0.093925997947	1.4e-09
0.093935204699	1e-08
0.093953618203	1.86e-08
0.093962824955	-5.8e-09
0.093962824955	-8.2e-09
0.093972031708	-2.48e-08
0.09398123846	-9.2e-09
0.09398123846	-9.8e-09
0.093990445212	-1.26e-08
0.093999651964	-2e-09
0.093999651964	-1.4e-08
0.093999651964	3.8e-08
0.093999651964	4.04e-08
0.093999651964	2.76e-08
0.09402727222	1.72e-08
0.09402727222	1.16e-08
0.094036478972	3.02e-08
0.094045685725	7e-09
0.094054892477	9.2e-09
0.094054892477	-6.6e-09
0.094064099229	4.02e-08
0.094064099229	-1.2e-08
0.094082512733	2.84e-08
0.094082512733	1.44e-08
0.094091719485	-3.6e-09
0.094128546494	2.46e-08
0.094137753246	1.08e-08
0.094156319895	-2.14e-08
0.094165677422	-2.32e-08
0.094165677422	-4.44e-08
0.094175034949	-1.12e-08
0.094175034949	2.66e-08
0.094175034949	6.6e-09
0.094184392476	1.08e-08
0.094193750003	1.44e-08
0.094203107529	-1.6e-08
0.094221822583	3e-08
0.094221822583	1.36e-08
0.094221822583	3.28e-08
0.09423118011	1.42e-08
0.094240537637	-8e-10
0.094240537637	4.48e-08
0.094240537637	-1.82e-08
0.094268610217	-1.34e-08
0.094287325271	4e-08
0.094296682798	-1.12e-08
0.094296682798	-6e-09
0.094296682798	-1.6e-09
0.094315397851	2.6e-09
0.094315397851	-1.38e-08
0.094324755378	-2.7e-08
0.094324755378	5.24e-08
0.094343470432	-2.64e-08
0.094343470432	9.4e-09
0.094352827959	1.24e-08
0.094352827959	3.44e-08
0.094380900539	6.4e-09
0.094399615593	-1.44e-08
0.09440897312	4.2e-09
0.094418330646	5.18e-08
0.094427688173	-1.06e-08
0.094427688173	8e-09
0.0944370457	7.32e-08
0.0944370457	-1.46e-08
0.0944370457	-2e-09
0.0944370457	4e-10
0.094446403227	-6.2e-09
0.094465118281	3.4e-08
0.094465118281	-1.12e-08
0.094474475807	3.4e-09
0.094483833334	1.82e-08
0.094483833334	-1.78e-08
0.094511905915	-2e-09
0.094521263442	4.4e-09
0.094521263442	-2.6e-09
0.094530620968	-1.14e-08
0.094530620968	-3.2e-09
0.094530620968	-1.8e-09
0.094530620968	-1.82e-08
0.094539978495	3.16e-08
0.094568051076	-1.02e-08
0.094577408603	-1.28e-08
0.094586766129	1.28e-08
0.094586766129	-1.1e-08
0.094596123656	3e-09
0.094605481183	-2.28e-08
0.094605481183	1.88e-08
0.094605481183	-6.4e-09
0.09461483871	6.8e-09
0.094633553764	-2.36e-08
0.09464291129	-1.92e-08
0.09464291129	-4.08e-08
0.094652268817	-1.08e-08
0.094689698925	2.48e-08
0.094699056451	-2.56e-08
0.094717771505	-4.26e-08
0.094717771505	-1.58e-08
0.094727129032	-4.02e-08
0.094736486559	-3.16e-08
0.094736486559	1.52e-08
0.094764559139	1.66e-08
0.094764559139	-3.52e-08
0.094773916666	5e-09
0.09479263172	9.4e-09
0.094801989246	1.82e-08
0.094811346773	-1.42e-08
0.0948207043	-2.78e-08
0.0948207043	1.32e-08
0.0948207043	-8.6e-09
0.094830174991	1.54e-08
0.094839683486	-4.2e-09
0.094839683486	-2.52e-08
0.09486820897	-2.48e-08
0.09486820897	-1.9e-08
0.094877717465	-2.36e-08
0.094896734454	-1.38e-08
0.094896734454	4.22e-08
0.094906242949	2.36e-08
0.094925259938	2.44e-08
0.094934768433	5e-09
0.094934768433	5.2e-09
0.094944276927	-5.4e-09
0.094953785422	-1.28e-08
0.094953785422	-5.4e-09
0.094953785422	-2.48e-08
0.094963293917	-3.78e-08
0.094963293917	1.48e-08
0.094972802411	-2.48e-08
0.094991819401	-3.8e-08
0.095001327895	6.6e-09
0.09501083639	2.06e-08
0.09501083639	-2.8e-09
0.095029853379	-1.72e-08
0.095048870369	-1.4e-09
0.095058378864	-2.68e-08
0.095058378864	2.32e-08
0.095067887358	-1.4e-08
0.095067887358	4.4e-09
0.095096412842	-3.06e-08
0.095105921337	2.82e-08
0.095105921337	2.46e-08
0.095105921337	6.4e-09
0.095115429832	-7e-09
0.095124938326	1.2e-08
0.095124938326	4.8e-09
0.095162972305	-3.72e-08
0.095162972305	1.2e-09
0.095191497789	-5.2e-09
0.095191497789	1.32e-08
0.095201006284	-1.66e-08
0.095201006284	-5.4e-09
0.095201006284	8.6e-09
0.095229531768	-7.2e-09
0.095229531768	-2.2e-09
0.095239040262	-3.32e-08
0.095239040262	1.56e-08
0.095239040262	-2.54e-08
0.095248548757	-1.98e-08
0.095258057252	-2.5e-08
0.095267565746	-4e-09
0.095267565746	4e-09
0.095277074241	-4.48e-08
0.095286582736	-2e-08
0.09529609123	-6e-10
0.095334125209	6.8e-09
0.095334125209	-1.4e-08
0.095343633704	4.8e-09
0.095343633704	4.4e-09
0.095353142198	-2.58e-08
0.095362650693	-2.3e-08
0.095372159188	4.8e-09
0.095372159188	-4.08e-08
0.095381667683	-2.66e-08
0.095391176177	2.18e-08
0.095429210156	3.36e-08
0.095429210156	3.78e-08
0.095448227145	1e-08
0.095448227145	1.5e-08
0.09545773564	3.2e-08
0.095467244135	1.98e-08
0.095486261124	-6.2e-09
0.095505373331	-1.62e-08
0.095505373331	-4.14e-08
0.095515032762	1.12e-08
0.095524692194	-3.2e-09
0.095524692194	3.6e-09
0.095544011058	-4.6e-08
0.095544011058	-2.62e-08
0.095553670489	1.2e-09
0.095563329921	-1.38e-08
0.095563329921	-4.1e-08
0.095572989353	2.38e-08
0.095582648784	-2.86e-08
0.095582648784	-1.4e-09
0.095582648784	-4.44e-08
0.095601967648	-1.36e-08
0.095601967648	1e-09
0.095650264806	1.1e-08
0.095650264806	5.4e-09
0.095650264806	1.4e-09
0.095669583669	-7.4e-09
0.095679243101	9.8e-09
0.095698561965	-3.02e-08
0.095708221396	1.64e-08
0.095717880828	2.4e-09
0.095737199691	-5.8e-09
0.095746859123	2.64e-08
0.095746859123	-6e-08
0.095746859123	3.2e-09
0.095766177986	1.78e-08
0.09578549685	-2.4e-09
0.09578549685	-2.58e-08
0.09578549685	9e-09
0.095795156281	-1.22e-08
0.095824134576	-1.68e-08
0.095833794008	-1.18e-08
0.09584345344	-2.86e-08
0.09584345344	9.6e-09
0.095853112872	1.86e-08
0.095862772303	2.1e-08
0.095911069462	-2.9e-08
0.095911069462	-2.1e-08
0.095920728893	-7.4e-09
0.095940047757	-2.36e-08
0.095940047757	1.06e-08
0.09595936662	-1.9e-08
0.09595936662	1.24e-08
0.09595936662	-1.06e-08
0.095969026052	-9.6e-09
0.095969026052	1e-09
0.095969026052	1.62e-08
0.095978685483	-2.16e-08
0.095988344915	2.6e-09
0.095998004347	-5e-08
0.095998004347	2.66e-08
0.09601732321	-7.4e-09
0.096026982642	5.2e-09
0.096036642074	-5.4e-09
0.096084939232	-1.2e-09
0.096094598664	-2.8e-08
0.096094598664	-3.82e-08
0.096104258095	3.08e-08
0.096104258095	2.5e-08
0.096113917527	9.8e-09
0.096133236391	-3.32e-08
0.096152555254	-9.2e-09
0.096152555254	1.14e-08
0.096162214686	7.6e-09
0.096171874117	-1.08e-08
0.096171874117	-2.5e-08
0.096181627473	6.4e-09
0.096181627473	1.48e-08
0.096181627473	-4.46e-08
0.096211057771	4.9e-08
0.09623067797	1.62e-08
0.09623067797	-1.82e-08
0.096260108267	-1.2e-08
0.096269918367	-2.46e-08
0.096279728466	-5.82e-08
0.096309158764	2.02e-08
0.096309158764	-1.08e-08
0.096318968863	-1.56e-08
0.096328778963	2e-10
0.096328778963	-6.58e-08
0.096338589062	-1.38e-08
0.096338589062	-5e-09
0.096348399161	-1.6e-09
0.096358209261	4.26e-08
0.09636801936	8e-10
0.096377829459	-3.96e-08
0.096377829459	-1.9e-08
0.096377829459	-2.94e-08
0.096377829459	-3.74e-08
0.096407259757	3.6e-09
0.096407259757	-4.18e-08
0.096446500154	-5.22e-08
0.096456310254	5.54e-08
0.096466120353	-3.6e-09
0.096475930452	2.88e-08
0.09651517085	2.68e-08
0.09651517085	6e-09
0.09651517085	1.18e-08
0.096524980949	-1.4e-08
0.096524980949	-9.8e-09
0.096534791048	-3.14e-08
0.096534791048	1.7e-08
0.096534791048	1.12e-08
0.096544601147	1.8e-09
0.096564221346	4.8e-09
0.096583841545	-4.4e-09
0.096593651644	2.18e-08
0.096593651644	-3.72e-08
0.096603461743	-4.32e-08
0.096603461743	-2.76e-08
0.096623081942	-1.18e-08
0.096623081942	3.3e-08
0.096632892041	1.32e-08
0.096632892041	-2.76e-08
0.096672132439	-1e-09
0.096681942538	-3.34e-08
0.096701562736	-5e-09
0.096711372836	1.74e-08
0.096711372836	-1.6e-09
0.096730993034	-9.2e-09
0.096730993034	-3.3e-08
0.096740803134	2.78e-08
0.096740803134	6.4e-09
0.096760423332	-6.22e-08
0.09678985363	2.2e-09
0.09678985363	8.4e-09
0.09679966373	3.58e-08
0.09679966373	2.22e-08
0.09679966373	-1.42e-08
0.09679966373	-1.5e-08
0.09679966373	2.7e-08
0.09679966373	4.4e-09
0.096809473829	-2.18e-08
0.096809473829	-1.64e-08
0.096829094028	1.28e-08
0.096838904127	3e-09
0.09686858834	9.2e-09
0.096878548585	3.04e-08
0.096878548585	1.42e-08
0.096878548585	-2.7e-08
0.096898469074	3.52e-08
0.096898469074	-1.18e-08
0.096908429318	-1.1e-08
0.096918389563	-5e-09
0.096928349807	3.5e-08
0.096958230541	2.72e-08
0.096978151029	-7.4e-09
0.096988111274	-4.86e-08
0.096998071518	-1.26e-08
0.097027952252	1.38e-08
0.097027952252	-9.2e-09
0.097037912496	-4.38e-08
0.097037912496	-3.2e-09
0.09706779323	-2.74e-08
0.09706779323	-3.06e-08
0.097087713719	-2.66e-08
0.097087713719	-3e-09
0.097097673963	1.46e-08
0.097097673963	-2.56e-08
0.097097673963	-1.08e-08
0.097117594452	-2.34e-08
0.097127554697	7e-09
0.097137514941	-6.4e-09
0.097147475186	3.4e-09
0.097167395675	6.2e-09
0.097177355919	1.02e-08
0.097187316164	4.36e-08
0.097187316164	-4.52e-08
0.097207236653	-2e-08
0.097207236653	-1.8e-09
0.097207236653	-1.3e-08
0.097237117386	-9.4e-08
